CODE,DESCRIPTION,QTY,UNIT,RATE,SUBTOTAL,MARKUP,TOTAL
07.FW.0.1.6.1.0,Inside Faces Of Shaft Core Walls Class 2,,,,,,
07.FW.0.1.6.1.0.R0,Inside Faces Of Shaft Core Walls Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.6.1.0.R1,Inside Faces Of Shaft Core Walls - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.6.2.0,Inside Faces Of Shaft Core Walls Class 3,,,,,,
07.FW.0.1.6.2.0.R0,Inside Faces Of Shaft Core Walls Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.6.2.0.R1,Inside Faces Of Shaft Core Walls - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.6.3.0,Inside Faces Of Shaft Core Walls Class 4,,,,,,
07.FW.0.1.6.3.0.R0,Inside Faces Of Shaft Core Walls - Class 4 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.6.3.0.R1,Inside Faces Of Shaft Core Walls - Class 4 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.0.0,Sides Of Columns,,,,,,
07.FW.0.1.7.1.0,Sides Of Columns Class 2,,,,,,
07.FW.0.1.7.1.1,Isolated,,,,,,
07.FW.0.1.7.1.1.R0,Sides Of Isolated Columns Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.1.1.R1,Sides Of Isolated Columns - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.1.2,Attached,,,,,,
07.FW.0.1.7.1.2.R0,Sides Of Attached Columns Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.1.2.R1,Sides Of Attached Columns - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.1.3,Circular,,,,,,
07.FW.0.1.7.1.3.R0,Sides Of Attached Columns Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.1.3.R1,Sides Of Attached Columns - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.2.0,Sides Of Columns Class 3,,,,,,
07.FW.0.1.7.2.1,Isolated,,,,,,
07.FW.0.1.7.2.1.R0,Sides Of Isolated Columns Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.2.1.R1,Sides Of Isolated Columns - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.2.2,Attached,,,,,,
07.FW.0.1.7.2.2.R0,Sides Of Attached Columns Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.2.2.R1,Sides Of Attached Columns - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.7.2.3,Circular,,,,,,
07.FW.0.1.7.2.3.R0,Sides Of Attached Columns Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.7.2.3.R1,Sides Of Attached Columns - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.0.3,Sides Of Piers,,,,,,
07.FW.0.1.8.1.0,Sides Of Piers Class 2,,,,,,
07.FW.0.1.8.1.1,Isolated,,,,,,
07.FW.0.1.8.1.1.R0,Sides Of Isolated Piers Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.1.1.R1,Sides Of Isolated Piers - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.1.2,Attached,,,,,,
07.FW.0.1.8.1.2.R0,Sides Of Attached Piers Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.1.2.R1,Sides Of Attached Piers - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.1.3,Circular,,,,,,
07.FW.0.1.8.1.3.R0,Sides Of Attached Piers Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.1.3.R1,Sides Of Attached Piers - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.2.0,Sides Of Piers Class 3,,,,,,
07.FW.0.1.8.2.1,Isolated,,,,,,
07.FW.0.1.8.2.1.R0,Sides Of Isolated Piers Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.2.1.R1,Sides Of Isolated Piers - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.2.2,Attached,,,,,,
07.FW.0.1.8.2.2.R0,Sides Of Attached Piers Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.2.2.R1,Sides Of Attached Piers - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.8.2.3,Circular,,,,,,
07.FW.0.1.8.2.3.R0,Sides Of Attached Piers Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.8.2.3.R1,Sides Of Attached Piers - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.9.0.3,Sides And Soffits Of Beams,,,,,,
07.FW.0.1.9.1.0,Sides of Beams Class 2,,,,,,
07.FW.0.1.9.1.0.R0,Sides Of Beams Labour Only - Class 2 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.1.0.R1,Sides Of Beams Labour Only - Class 2 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.1.0.R2,Sides Of Beams Labour Only - Class 2 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.1.0.R3,Sides Of Beams Labour Only - Class 2 Greater Than 750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.1.0.R4,Sides Of Beams - Class 2 Up to 250mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.1.0.R5,Sides Of Beams - Class 2 251-500mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.1.0.R6,Sides Of Beams - Class 2 501-750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.1.0.R7,Sides Of Beams - Class 2 Greater Than 750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.2.0,Soffits of Beams Class 2,,,,,,
07.FW.0.1.9.2.0.R0,Soffits Of Beams Labour Only - Class 2 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.2.0.R1,Soffits Of Beams Labour Only - Class 2 251-500mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.2.0.R2,Soffits Of Beams Labour Only - Class 2 501-750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.2.0.R3,Soffits Of Beams Labour Only - Class 2 Greater than 750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.2.0.R4,Soffits Of Beams - Class 2 Up to 250mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.2.0.R5,Soffits Of Beams - Class 2 251-500mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.2.0.R6,Soffits Of Beams - Class 2 501-750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.2.0.R7,Soffits Of Beams - Class 2 Greater than 750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.3.0,Sides of Beams Class 3,,,,,,
07.FW.0.1.9.3.0.R0,Sides Of Beams Labour Only - Class 3 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.3.0.R1,Sides Of Beams Labour Only - Class 3 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.3.0.R2,Sides Of Beams Labour Only - Class 3 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.3.0.R3,Sides Of Beams Labour Only - Class 3 Greater Than 750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.3.0.R4,Sides Of Beams - Class 3 Up to 250mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.3.0.R5,Sides Of Beams - Class 3 251-500mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.3.0.R6,Sides Of Beams - Class 3 501-750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.3.0.R7,Sides Of Beams - Class 3 Greater Than 750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.9.4.0,Soffits of Beams Class 3,,,,,,
07.FW.0.1.9.4.0.R0,Soffits Of Beams Labour Only - Class 3 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.4.0.R1,Soffits Of Beams Labour Only - Class 3 251-500mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.4.0.R2,Soffits Of Beams Labour Only - Class 3 501-750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.4.0.R3,Soffits Of Beams Labour Only - Class 3 Greater than 750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.4.0.R4,Soffits Of Beams - Class 3 Up to 250mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.4.0.R5,Soffits Of Beams - Class 3 251-500mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.4.0.R6,Soffits Of Beams - Class 3 501-750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.4.0.R7,Soffits Of Beams - Class 3 Greater than 750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.5.0,Sides of Beams Class 4,,,,,,
07.FW.0.1.9.5.0.R0,Sides Of Beams Labour Only - Class 4 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.5.0.R1,Sides Of Beams Labour Only - Class 4 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.5.0.R2,Sides Of Beams Labour Only - Class 4 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.5.0.R3,Sides Of Beams Labour Only - Class 4 Greater Than 750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.5.0.R4,Sides Of Beams - Class 4 Up to 250mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.5.0.R5,Sides Of Beams - Class 4 251-500mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.5.0.R6,Sides Of Beams - Class 4 501-750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.5.0.R7,Sides Of Beams - Class 4 Greater Than 750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.6.0,Soffits of Beams Class 4,,,,,,
07.FW.0.1.9.6.0.R0,Soffits Of Beams Labour Only - Class 4 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.6.0.R1,Soffits Of Beams Labour Only - Class 4 251-500mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.6.0.R2,Soffits Of Beams Labour Only - Class 4 501-750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.6.0.R3,Soffits Of Beams Labour Only - Class 4 Greater than 750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.9.6.0.R4,Soffits Of Beams - Class 4 Up to 250mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.6.0.R5,Soffits Of Beams - Class 4 251-500mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.6.0.R6,Soffits Of Beams - Class 4 501-750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.9.6.0.R7,Soffits Of Beams - Class 4 Greater than 750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.10.0.0,Sides And Soffits Of Lintels,,,,,,
07.FW.0.1.10.1.0,Sides of Lintels Class 2,,,,,,
07.FW.0.1.10.1.0.R0,Sides Of Lintels Labour Only - Class 2 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.10.1.0.R1,Sides Of Lintels Labour Only - Class 2 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.10.1.0.R2,Sides Of Lintels Labour Only - Class 2 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.10.1.0.R3,Sides Of Lintels Labour Only - Class 2 Greater Than 750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.10.1.0.R4,Sides Of Lintels - Class 2 Up to 250mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.10.1.0.R5,Sides Of Lintels - Class 2 251-500mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.10.1.0.R6,Sides Of Lintels - Class 2 501-750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.10.1.0.R7,Sides Of Lintels - Class 2 Greater Than 750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.0.0,Sides And Soffits Of Lintels,,,,,,
07.FW.0.1.11.0.0.R0,Soffits Of Lintels Labour Only - Class 2 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.0.0.R1,Soffits Of Lintels Labour Only - Class 2 251-500mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.0.0.R2,Soffits Of Lintels Labour Only - Class 2 501-750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.0.0.R3,Soffits Of Lintels Labour Only - Class 2 Greater than 750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.0.0.R4,Soffits Of Lintels - Class 2 Up to 250mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.0.0.R5,Soffits Of Lintels - Class 2 251-500mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.0.0.R6,Soffits Of Lintels - Class 2 501-750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.0.0.R7,Soffits Of Lintels - Class 2 Greater than 750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.1.0,Sides of Lintels Class 3,,,,,,
07.FW.0.1.11.1.0.R0,Sides Of Lintels Labour Only - Class 3 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.1.0.R1,Sides Of Lintels Labour Only - Class 3 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.1.0.R2,Sides Of Lintels Labour Only - Class 3 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.1.0.R3,Sides Of Lintels Labour Only - Class 3 Greater Than 750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.1.0.R4,Sides Of Lintels - Class 3 Up to 250mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.1.0.R5,Sides Of Lintels - Class 3 251-500mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.1.0.R6,Sides Of Lintels - Class 3 501-750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.1.0.R7,Sides Of Lintels - Class 3 Greater Than 750mm depth including labour plywood timber soldiers & bracing small hand held plant excluding propping,,m,,,,
07.FW.0.1.11.2.0,Soffits of Lintels Class 3,,,,,,
07.FW.0.1.11.2.0.R0,Soffits Of Lintels Labour Only - Class 3 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.2.0.R1,Soffits Of Lintels Labour Only - Class 3 251-500mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.2.0.R2,Soffits Of Lintels Labour Only - Class 3 501-750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.2.0.R3,Soffits Of Lintels Labour Only - Class 3 Greater than 750mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.2.0.R4,Soffits Of Lintels - Class 3 Up to 250mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.11.2.0.R5,Soffits Of Lintels - Class 3 251-500mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.11.2.0.R6,Soffits Of Lintels - Class 3 501-750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.11.2.0.R7,Soffits Of Lintels - Class 3 Greater than 750mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.11.3.0,Sides of Lintels Class 4,,,,,,
07.FW.0.1.11.3.0.R0,Sides Of Lintels Labour Only - Class 4 Up to 250mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.3.0.R1,Sides Of Lintels Labour Only - Class 4 251-500mm depth Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.11.3.0.R2,Sides Of Lintels Labour Only - Class 4 501-750mm depth Labour Only Excludes material & plant & propping,,hr,,,,
