CODE,DESCRIPTION,QTY,UNIT,RATE,SUBTOTAL,MARKUP,TOTAL
06.CO.0.100.30.1.0.R5,Ready Mixed Concrete Per Cubic Meter - 50mPa Strength 20mm aggregate 100mm Slump,,m3,,,,
06.CO.0.100.20.1.0.R6,Ready Mixed Concrete Per Minimum 4m3 Load - 15mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.20.1.0.R7,Ready Mixed Concrete Per Minimum 4m3 Load - 20mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.20.1.0.R8,Ready Mixed Concrete Per Minimum 4m3 Load - 25mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.20.1.0.R9,Ready Mixed Concrete Per Minimum 4m3 Load - 32mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.20.1.0.R10,Ready Mixed Concrete Per Minimum 4m3 Load - 40mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.20.1.0.R11,Ready Mixed Concrete Per Minimum 4m3 Load - 50mPa Strength 20mm aggregate 100mm Slump ,,m3,,,,
06.CO.0.100.40.0.0,Uncategorised Plant,,,,,,
06.CO.0.100.40.0.0.R0,Concrete pump - 100mm line pump including operators excluding placement & finishing assumes maximum line length of 50m,,hr,,,,
06.CO.0.100.40.0.0.R1,Concrete pump - 100mm boom pump including operators excluding placement & finishing assumes maximum line length of 50m,,hr,,,,
06.CO.0.100.40.0.0.R2,Concrete pump - 100mm shotcrete pump including operators excluding placement & finishing assumes maximum line length of 50m,,hr,,,,
07.FW.0.0.0.0.0,FORMWORK,,HEAD,,,,
07.FW.0.1.0.0.0,Timber Formwork,,,,,,
07.FW.0.1.1.0.0,Face Of Footing,,,,,,
07.FW.0.1.1.1.0,Face Of Footing Class 4,,,,,,
07.FW.0.1.1.1.1,Partially Above Ground,,,,,,
07.FW.0.1.1.1.1.R0,Faces Of Formwork Partially Above Ground Labour Only - Class 4 Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.1.1.1.R1,Faces Of Formwork Partially Above Ground - Class 4 0-250mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.1.R2,Faces Of Formwork Partially Above Ground - Class 4 251-500mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.1.R3,Faces Of Formwork Partially Above Ground - Class 4 501-750mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.1.R4,Faces Of Formwork Partially Above Ground - Class 4 751-1000mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.1.R5,Faces Of Formwork Partially Above Ground - Class 4 BY AREA including labour & small hand held plant Including propping,,m2,,,,
07.FW.0.1.1.1.2,Wholly In Ground,,,,,,
07.FW.0.1.1.1.2.R0,Faces Of Formwork Wholly In Ground Labour Only - Class 4 Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.1.1.2.R1,Faces Of Formwork Wholly In Ground - Class 4 0-250mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.2.R2,Faces Of Formwork Wholly In Ground - Class 4 251-500mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.2.R3,Faces Of Formwork Wholly In Ground - Class 5 501-750mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.2.R4,Faces Of Formwork Wholly In Ground - Class 5 751-1000mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.1.2.R5,Faces Of Formwork Wholly In Ground - Class 5 BY AREA including labour & small hand held plant Including propping,,m2,,,,
07.FW.0.1.1.2.0,Face Of Footing Class 5,,,,,,
07.FW.0.1.1.2.1,Partially Above Ground,,,,,,
07.FW.0.1.1.2.1.R0,Faces Of Formwork Partially Above Ground Labour Only - Class 5 Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.1.2.1.R1,Faces Of Formwork Partially Above Ground - Class 5 0-200mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.1.R2,Faces Of Formwork Partially Above Ground - Class 5 201-400mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.1.R3,Faces Of Formwork Partially Above Ground - Class 5 401-600mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.1.R4,Faces Of Formwork Partially Above Ground - Class 5 601-1000mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.1.R5,Faces Of Formwork Partially Above Ground - Class 5 BY AREA including labour & small hand held plant Including propping,,m2,,,,
07.FW.0.1.1.2.2,Wholly In Ground,,,,,,
07.FW.0.1.1.2.2.R0,Faces Of Formwork Wholly In Ground Labour Only - Class 5 Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.1.2.2.R1,Faces Of Formwork Wholly In Ground - Class 5 0-250mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.2.R2,Faces Of Formwork Wholly In Ground - Class 5 251-500mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.2.R3,Faces Of Formwork Wholly In Ground - Class 5 501-750mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.2.R4,Faces Of Formwork Wholly In Ground - Class 5 751-1000mm including labour & small hand held plant Including propping,,m,,,,
07.FW.0.1.1.2.2.R5,Faces Of Formwork Wholly In Ground - Class 5 BY AREA including labour & small hand held plant Including propping,,m2,,,,
07.FW.0.1.2.0.2,Soffits Of Slabs,,,,,,
07.FW.0.1.2.1.0,Soffits Of Slabs Class 3,,,,,,
07.FW.0.1.2.1.1,Horizontal,,,,,,
07.FW.0.1.2.1.1.R0,Soffits Of Slabs Horizontal Labour Only - Class 3 Up to 200mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R1,Soffits Of Slabs Horizontal Labour Only - Class 3 201-400mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R2,Soffits Of Slabs Horizontal Labour Only - Class 3 401-600mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R3,Soffits Of Slabs Horizontal Labour Only - Class 3 601-800mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R4,Soffits Of Slabs Horizontal Labour Only - Class 3 801-1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R5,Soffits Of Slabs Horizontal Labour Only - Class 3 Greater than 1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.1.R6,Soffits Of Slabs Horizontal - Class 3 Up to 200mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.1.R7,Soffits Of Slabs Horizontal - Class 3 201-400mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.1.R8,Soffits Of Slabs Horizontal - Class 3 401-600mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.1.R9,Soffits Of Slabs Horizontal - Class 3 601-800mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.1.R10,Soffits Of Slabs Horizontal - Class 3 801-1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.1.R11,Soffits Of Slabs Horizontal - Class 3 Greater than 1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2,Sloping <15 Degrees,,,,,,
07.FW.0.1.2.1.2.R0,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 Up to 200mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R1,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 201-400mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R2,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 401-600mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R3,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 601-800mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R4,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 801-1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R5,Soffits Of Slabs Sloping Less Than 15 degrees Labour Only - Class 3 Greater than 1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.2.R6,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 Up to 200mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2.R7,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 201-400mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2.R8,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 401-600mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2.R9,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 601-800mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2.R10,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 801-1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.2.R11,Soffits Of Slabs Sloping Less Than 15 degrees - Class 3 Greater than 1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3,Sloping >15 Degrees,,,,,,
07.FW.0.1.2.1.3.R0,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 Up to 200mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R1,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 201-400mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R2,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 401-600mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R3,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 601-800mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R4,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 801-1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R5,Soffits Of Slabs Sloping Greater Than 15 degrees Labour Only - Class 3 Greater than 1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.3.R6,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 Up to 200mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3.R7,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 201-400mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3.R8,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 401-600mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3.R9,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 601-800mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3.R10,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 801-1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.3.R11,Soffits Of Slabs Sloping Greater Than 15 degrees - Class 3 Greater than 1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4,Permanently Cambered,,,,,,
07.FW.0.1.2.1.4.R0,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 Up to 200mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R1,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 201-400mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R2,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 401-600mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R3,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 601-800mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R4,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 801-1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R5,Soffits Of Slabs Permanently Cambered Labour Only - Class 3 Greater than 1000mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.4.R6,Soffits Of Slabs Permanently Cambered - Class 3 Up to 200mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4.R7,Soffits Of Slabs Permanently Cambered - Class 3 201-400mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4.R8,Soffits Of Slabs Permanently Cambered - Class 3 401-600mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4.R9,Soffits Of Slabs Permanently Cambered - Class 3 601-800mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4.R10,Soffits Of Slabs Permanently Cambered - Class 3 801-1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.4.R11,Soffits Of Slabs Permanently Cambered - Class 3 Greater than 1000mm thickness including labour plywood timber bearers & joists small hand held plant excluding propping,,m2,,,,
07.FW.0.1.2.1.5,Slab Edges,,,,,,
07.FW.0.1.2.1.5.R0,Edges Of Slabs Labour Only - Class 3 Up to 250mm thickness Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.2.1.5.R1,Edges Of Slabs - Class 3 Up to 250mm thickness including labour plywood timber bracing and small hand held plant,,m,,,,
07.FW.0.1.2.1.5.R2,Edges Of Slabs - Class 3 251-500mm thickness including labour plywood timber bracing and small hand held plant,,m,,,,
07.FW.0.1.2.1.5.R3,Edges Of Slabs - Class 3 501-750mm thickness including labour plywood timber bracing and small hand held plant,,m,,,,
07.FW.0.1.2.1.5.R4,Edges Of Slabs - Class 3 751-1000mm thickness including labour plywood timber bracing and small hand held plant,,m,,,,
07.FW.0.1.2.1.5.R5,Edges Of Slabs - Class 3 Over 1000mm thickness including labour plywood timber bracing and small hand held plant,,m,,,,
07.FW.0.1.2.2.0,Propping,,,,,,
07.FW.0.1.2.2.0.R0,Propping - Class 3 Up to 3.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R1,Propping - Class 3 Up to 3.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R2,Propping - Class 3 Up to 3.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R3,Propping - Class 3 Up to 3.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R4,Propping - Class 3 Up to 3.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R5,Propping - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R6,Propping - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R7,Propping - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R8,Propping - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R9,Propping - Class 3 Between 3.0m and 4.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R10,Propping - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R11,Propping - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R12,Propping - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R13,Propping - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R14,Propping - Class 3 Between 4.0m and 5.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R15,Propping - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R16,Propping - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R17,Propping - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R18,Propping - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R19,Propping - Class 3 Between 5.0m and 6.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R20,Propping - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R21,Propping - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R22,Propping - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R23,Propping - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R24,Propping - Class 3 Between 6.0m and 7.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R25,Propping - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 250mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R26,Propping - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 251-500mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R27,Propping - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 501-750mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R28,Propping - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 751-1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.2.0.R29,Propping - Class 3 Between 7.0m and 8.0m high Slab thickness Greater than 1000mm Including labour conventional steel faming system & small plant,,m2,,,,
07.FW.0.1.2.3.0,Propping - Labour Only,,,,,,
07.FW.0.1.2.3.0.R0,Propping Labour Only - Class 3 Up to 3.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R1,Propping Labour Only - Class 3 Up to 3.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R2,Propping Labour Only - Class 3 Up to 3.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R3,Propping Labour Only - Class 3 Up to 3.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R4,Propping Labour Only - Class 3 Up to 3.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R5,Propping Labour Only - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R6,Propping Labour Only - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R7,Propping Labour Only - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R8,Propping Labour Only - Class 3 Between 3.0m and 4.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R9,Propping Labour Only - Class 3 Between 3.0m and 4.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R10,Propping Labour Only - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R11,Propping Labour Only - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R12,Propping Labour Only - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R13,Propping Labour Only - Class 3 Between 4.0m and 5.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R14,Propping Labour Only - Class 3 Between 4.0m and 5.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R15,Propping Labour Only - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R16,Propping Labour Only - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R17,Propping Labour Only - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R18,Propping Labour Only - Class 3 Between 5.0m and 6.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R19,Propping Labour Only - Class 3 Between 5.0m and 6.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R20,Propping Labour Only - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R21,Propping Labour Only - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R22,Propping Labour Only - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R23,Propping Labour Only - Class 3 Between 6.0m and 7.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R24,Propping Labour Only - Class 3 Between 6.0m and 7.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R25,Propping Labour Only - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 250mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R26,Propping Labour Only - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 251-500mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R27,Propping Labour Only - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 501-750mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R28,Propping Labour Only - Class 3 Between 7.0m and 8.0m high Slab thickness Up to 751-1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.2.3.0.R29,Propping Labour Only - Class 3 Between 7.0m and 8.0m high Slab thickness Greater than 1000mm Labour Only Excludes material & plant,,hr,,,,
07.FW.0.1.3.0.0,Faces Of Walls,,,,,,
07.FW.0.1.3.1.0,Faces Of Walls Class 2,,,,,,
07.FW.0.1.3.1.0.R0,Faces Of Walls Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.3.1.0.R1,Faces Of Walls - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.3.2.0,Faces Of Walls Class 3,,,,,,
07.FW.0.1.3.2.0.R0,Faces Of Walls Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.3.2.0.R1,Faces Of Walls - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.3.3.0,Faces Of Walls Class 4,,,,,,
07.FW.0.1.3.3.0.R0,Faces Of Walls Labour Only - Class 4 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.3.3.0.R1,Faces Of Walls - Class 4 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.4.0.0,Faces Of Retaining Walls,,,,,,
07.FW.0.1.4.1.0,Faces Of Retaining Walls Class 2,,,,,,
07.FW.0.1.4.1.0.R0,Faces Of Retaining Walls Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.4.1.0.R1,Faces Of Retaining Walls - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.4.2.0,Faces Of Retaining Walls Class 3,,,,,,
07.FW.0.1.4.2.0.R0,Faces Of Retaining Walls Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.4.2.0.R1,Faces Of Retaining Walls - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.4.3.0,Faces Of Retaining Walls Class 4,,,,,,
07.FW.0.1.4.3.0.R0,Faces Of Retaining Walls Labour Only - Class 4 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.4.3.0.R1,Faces Of Retaining Walls - Class 4 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.5.0.0,Faces Of Core Walls,,,,,,
07.FW.0.1.5.1.0,Faces Of Core Walls Class 2,,,,,,
07.FW.0.1.5.1.0.R0,Faces Of Core Walls Labour Only - Class 2 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.5.1.0.R1,Faces Of Core Walls - Class 2 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.5.2.0,Faces Of Core Walls Class 3,,,,,,
07.FW.0.1.5.2.0.R0,Faces Of Core Walls Labour Only - Class 3 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.5.2.0.R1,Faces Of Core Walls - Class 3 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.5.3.0,Faces Of Core Walls Class 4,,,,,,
07.FW.0.1.5.3.0.R0,Faces Of Core Walls Labour Only - Class 4 Labour Only Excludes material & plant & propping,,hr,,,,
07.FW.0.1.5.3.0.R1,Faces Of Core Walls - Class 4 Including labour plywood timber soldiers and small hand held plant,,m2,,,,
07.FW.0.1.6.0.0,Inside Faces Of Shaft Core Walls,,,,,,
